Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Categoría,Dominio Limpio
06/10/25,"Ecopetrol desarrollará proyecto de regasificación en Coveñas, Sucre",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPaTZyRFRJM3dKSzdnTFNLVVRBcXZkUGNnXy1DRXJSc0ZaRnRUZnhlclFrU2xheGhtT0VvcnNZOVNkZkthUjI4ckItaDZoVlE2Q3NfbXZ2TGE2VlAybEhxbjZlV1lzR0FwaUNKc3c5dzI0U3NyYXdCVDZOUE1jMUJTYmh0c2VOZVZ2VjFUZEVaUHItQUs4akU0MHA3YjlacG53Mk8tNzhQeWFOd2M?oc=5,elnuevosiglo.com.co,Regasificación,[],Neutral,,Exterior,elnuevosiglo.com.co
06/10/25,Ecopetrol confirmó que se ejecutará un proyecto de regasificación en Coveñas para fortalecer el suministro de gas en Colombia,https://news.google.com/rss/articles/CBMi_wFBVV95cUxPRk15Yk9TR0VGWmMzSUxoczBfWjl2ZFBROERhNkZHOG5Cd2xpM0xVWjZyc3JVSmFBdHBob2ZNWUNUZHl4emFoalRPVEJKNF9SM2FSN3NVYkl6c0E2NVBfVk1yWjFJSElfa2gycjUtTVJHalY5VmV6Ykdza3dDMnFVZHNyQktZY3dfVFBiQWhpMy1XWE1vZlc1NG1oXzdTTUx2d0hGNlBTTnZMd0NNWU1KdmsxR1pUYnEyVzhWT05JeFdBaHVQOGkta3ZsbGRaXzVGQV9SM21Ud196TnVlWE9nb0lNQ1ZlVzM3b1VnT3FmWVV3Q21BU2p6YUtuWGhpUU3SAZoCQVVfeXFMTm5RelZKbDVNTEFtbm1BWEVsNkFXdFNDSGpzQ08wNUtGUEZRY0tFQXQ4a0dXVTlqam9vZ3podjZ4RDUxRVpBYnBiWjZJeW1UY05uSDhveTZwOVNQdUJuQXJxN3RETFBsd2p2aE9wcXVNUGxiY05SZ0JLSzFXeEM2OXg0d2w1Um1KRVBqdVkzT3FFcFRkNWJIbFRBTWIxVHhOcFBBbXQ1REJxWF92NlgwUUxnYjh2UHFQdDluVzJsTzdWMEJSYk16bGRJeWkxRkRkZjYxS3ROVVNlTENwV0hIZmhBRGlhUHZsOENyWTh1dG1hd0pHWnhfMVlfUXhaZnpEeXJ0dUNNZXRCOHVhZjBvRVozNXg3WGtlazhR?oc=5,infobae.com,Regasificación,[],Positiva,fortalece,Exterior,infobae.com
14/10/25,"Ecopetrol abre licitación para planta de regasificación de gas natural en Coveñas, Sucre",https://news.google.com/rss/articles/CBMizAFBVV95cUxOblJsb1pnYkZSN1BxdFY2SFZaWGFnVXVDZlZvYy13Q2djNWhvRFE5UGNkcDlRcTVWMjB4TWVBU2lyWUNCaUd3WDMxY2pEU0c5eVVXN29fUjJ5UnNjMGRRM29Lck5PSzZqZmRxSG5FUFRscktRUk13SktjLV96M1lBeGFuODM2R3Q2MWR2ak5jRDNHVnQyZnd3c0JjR1JScE92MDJScG8zVURIU2ZLWU9yeVZVV1BjZm5fQzliWXhaY3cwYWNPTWdOcmR5bnXSAecBQVVfeXFMTWNKMkd4YmYwTmpfaU1sTjhkU3hmdGEzZ1g5RmREY3NEVU5qUmFuaE5IS0Y2SmpSSTVrTVdtUGg5cHlIN2EzWWNsbkdFVGgyRWdGQmhJM1BDd2FJZWtISkk3ZXJGemw3QUlsTExvNHRRcTJVc3piblQ4WHRCS2diRGFYdUhjNVM5bmNqMDlHTG5abTFlWnJYR0ZZZU5nSWZJOUdCV0dkSTB1ZDdGNkpNSUpFWTE0c0R0WTFaTnFsdEQtUHZaSTBGZ1AtdHBvLVFfR05sNTFmV1VqakpDWUpRWjVzMXJNMkFB?oc=5,infobae.com,Regasificación,['natural'],Neutral,,Exterior,infobae.com
15/10/25,"Alerta de desabastecimiento de gas en Colombia: Spec LNG, la planta de regasificación más grande del país reportó interrupción eléctrica",https://news.google.com/rss/articles/CBMi_wFBVV95cUxNVkFOUDJFZHh4WGRHUUhmMnE2UmY0VHhqdWpEY2FFS3hVYnllZTY2dV9uVlpUYWNTN2tJYUZmakZoOHZsWS1hazgxLWFBS3RObUJ5eEU5TEFqajNGRkFUZExrbXNHYk5PeFozMTVxUUc0VC1tMzgxZVZTd2Iwb0pfOTlrSFhmUWM4b0l6Wm5McjlZQ3RmN0hQSnJaX1ZfeUc3Ry1lWkZLSk00RmxtTU0zeC1LSjZXS2RfODZIXzFXMTFKeFRING9hdEVFYzdBRXZhbXpIOHdfZGRuaXBydV9SWl83SFJWblJNdEo2cjRfVWludmUyc3dneXFPMGtlYmPSAZoCQVVfeXFMTWt0enAyU2lsUjB1SUJSRUJmQnlWanhPOEFjRUttX2dBTkM1dXB2c1RZSHoycjE4UDZiNWdxM2xJbmZOa1V3b1U4bi1kaVQxMFN2QW9GbmFNN1RTaWNfR1dwdkk5SWdZeWMyUWEzVVBuOEtEUmp0aHBvZHdIX2VBU3VVd29ySVVpRG9fRExGLWxNVlJJOWktMzMzbkQ1azh3MXRSLUZaNkdhaDBJbnRmek4tZWtiT1VuTmRjOVc4b1MxaHpJV3RDNnlON29pdE93VkdudkxNdUUyb2xtSEtEWGVldFpBdnp5Ulg2T2xmdVpFZksxd2dzOFNXb2FaSmxQZHZXcGlVd2hNeHl1ME5JU1BnekdTYy0tVldn?oc=5,infobae.com,Regasificación,"['grande', 'eléctrica']",Neutral,,Exterior,infobae.com
06/10/25,La colombiana Ecopetrol obtiene autorización ambiental para desarrollar proyecto de regasificación en Coveñas,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNMS0zckFnbWVXX1N2aWRmWmNldFBCQWpwS2NBdzM1SDJJRk5XbFotODFIUW5jeHdZam91dEdMdENrdWUtQzF3M3JOWkNYMF9BeXNYTmNIaEhFd3dMYXM3Z3VFalh5d28xSUthNHREUUFfQWRDV05lS0EtZnFQZkpBUHJfVFZfXy0wN2Rpb3lqMWg2Y0xFRkJodHY1TURLZHEzTDhORmw5TUNlRmZ5dDVmcklwZDVjOXcyTXRBY25za0w1ZkVSTXkwWTBwZlhpZE5zQmJNMkttUEk1ZXllbkRrSkR4LXdlaTRhREMyZDhfVkppUUJa0gGPAkFVX3lxTE5WQS1TaC1GZng0YTI5RV9lek11R1BGQXVUWjdCRnlDTzVTTXNzZlZnS3VJVHpOdVZIQnBFZHZzQTRUdExrcjhOYWpDZlI4VWQxVFJaaExBNHB5b1p3Yk9wb2ZZckRXSjlYUUpVMHNhcDJKYTNJMHlPeTR5WGhPYUM0bmVxY0tselYtdVNRaFc1U1JOcktRNzhjT1lCZnFycHlGbzlUbUtQTmZXMTlxMzBSVUE5ZWotQzZ1Nk1fNzVjRTBYVEIwcnJrVEZkQlkzbEt1V3lFUUVwR3VkWm5fbU05bldpY1hQOVBBSlF0NVgyT05tQm04a0NnNi11LWdHa0w0dF9HckVsWEd6N0JWWTQ?oc=5,infobae.com,Regasificación,"['colombiana', 'ambiental']",Neutral,,Exterior,infobae.com
06/10/25,Ecopetrol obtiene autorización ambiental para desarrollar un proyecto de regasificación en Coveñas,https://news.google.com/rss/articles/CBMi0wFBVV95cUxONmd5QjI2aFpXY0xrNGRIOUQ1Qnh3RHZ0VWJHMVRYbmtnSjU2RDdmOWY1LXBqNlF1a2xYc2xaRU1vOUgxem53Tl9YanpObmxFckVseWF4TDk2U1o0ZWlyVEVRUWxwakI4VkVnUUxrWE5hY0RyVUJCc0hjNEpHLWs2VlA3OTJMU25STVhNVVVwRm5RaldKczZIblF0NktXZTVUQWw3SE9BdHdIemhHNlN1RUFkbHhxQjlLaUI1b1BseVVMazB0RVp1SlVzWlBJWm83d1FF?oc=5,elperiodicodelaenergia.com,Regasificación,['ambiental'],Neutral,,Exterior,elperiodicodelaenergia.com
10/09/25,"España, líder en regasificación, es clave para el futuro de los precios del gas en Europa",https://news.google.com/rss/articles/CBMiwAFBVV95cUxORENFQkk1V19CdjAtR21WN3NZOTM2X0tkQjJzVldQTVJIdGZ2R2VnQWtHUjJUSXpLUGFlZFZXaTdSWkFiUUNfcmlydFlhM3hhRmdsWG9BMUJxMGpVLWhxaWVXc2w4NmhNam5VWFZHV2d6RFlkRFBqRElyT092cXpUWVlsVkk1djJROFN0UDR2Qk5nQ0RrV2ZKaU1RWkJHcC1OUW0zTVQyZkVpOGxTZFhGNFdKZE5YQlV2b1lkZmRrLUs?oc=5,elperiodicodelaenergia.com,Regasificación,[],Neutral,,Economía,elperiodicodelaenergia.com
12/10/25,Ecopetrol suspende el suministro de gas natural a dos empresas de Casanare por el mantenimiento de la regasificadora de Cartagena,https://news.google.com/rss/articles/CBMiigJBVV95cUxOSzNmcXZmZi10dmJyYmV5bDdiQl9KOHV3eC1lR0NWZ1FpUFlEcms3QnpoMk80a2s0UndpVzkxbTFNLWVrRVE5alc1V2o4eVFEVTFOMERhZTFGZk52dVFWMk5HLWo2U3RUdlRKTDFIbUZtSzBJNERCZGk2X2JrZWpfRHAtSWR4WHRoOEZub1U3eFc5aS0xakRnNnlVcWFCQ0MzcFJ5U2Z4M0Vmb0VyQWQ4OGgtLTFpTWJ3LTdBVFRVbDV5T09qVWhFaWNzS3pWWmVvUjQ1VVNHcVFHTmlreTV0YzRfZmJyRG9Kem5SZkZsZC1aQV9BUmxyNDZiazAxcjhDM0FFN2UtNlRpUdIBjwJBVV95cUxNaFhzcXFNUVc1TVFiZE1OZmRkX0RwVjF5NkNKSllkdFFzV1BQUjEzMlU5X09maklNMTEwQlU4RF82YTZsQ0g3TEpMOEdUQ1EzT0pYdFE4eG1yOVdNNTRFeDEtWkhheTBQdzY4RExWS002azJOczZ1cUlHWkswSUE0b081aU9ldFdCcEhtZFEzcG95OTlMTTVwTGVzTlRVdllkSEliQk9tZ0lGN1JyOGpBY25oYkFreWg2UFpMZzZEcWxRQkFxeU1UZVkxcW5LR0RCMTZfdjEzN041MVBrZjBoTXFwZnhrbU5xN2xkV0VrdTBSaTdQbFN3ZXN6dWxqUWxNTGlqWHdPWXRvVmw0aGF3?oc=5,eltiempo.com,Regasificadora,['natural'],Neutral,,Exterior,eltiempo.com
13/10/25,Mantenimiento de la regasificadora SPEC avanza 69% sin afectaciones dice el Ministerio de Energía,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQMi1oRjUxUWpSTktrVGJ6eGlidzRiSjE4ckh1bEJRY05IT19fSkhhRDloVW41ZlJtU0ZaUDZ2RHUwam45WWNwZ2N1c3M0dTNRRkNDdnVjb05HRW50bHpreU1XdE1IUmZMdjJwR0w3c3BZUXZpd0VjcUxONUsyTzktendNaTZrRjcxXzVrcTl6d0FCUGpTSnRlRzZwdi1kWVZtNGJjbjdBcExGZGRtSUZQSWpObFJyY3RYTnNiSUxMZWhwaUZqbGZXYV9TM1dKUWJ5T3FNS05VWEFJR3hGT2JjS9IB5gFBVV95cUxPUXo2aUgtcTZDRGxWTl9yVHJBRjNrN1JLbmdKT1pSZXRjdVJUejlfX3BoZkk0dDNtSzcyNkZ2SjFoX1Eyd21zYnJEX3p5TjZxMURSVEp0MHNWbTZMWlRaS0RhWlVwUkg3UVRFZXhFN0M0cExteHdFWHEydE0wSENYUHUtNW5yZkViS0ZZZGtfRzZ3MlJ6RWpTbEhaY0NseXR0U2ZCODdmWU1yLW5RT1R5OVh0ekdVTXo2R21kSjV3YW5JNFdPb3VwbVhRbE1tVDgzQnZTNjBBM2I4LW5GdHg3alNvalhLdw?oc=5,eltiempo.com,Regasificadora,[],Neutral,"avanza, afecta",Otros,eltiempo.com
14/10/25,TGI advierte que regasificadora de Ecopetrol en Coveñas tiene 'desafíos técnicos' e insiste en que su propuesta en La Guajira es mejor,https://news.google.com/rss/articles/CBMikAJBVV95cUxPa1NaRjdqYXJqdDgtbFI0dWowWjBuMUhRMjQwemZ6VjZIbklqUXcxeTNvcWlEdEpFVFU3elBUM1FOVXFhSkctb0duSVAxNzRZM3NuV3d2ZEpLNG9TY21kcURHMWNFQm8tSDl6QXlvSkhQWVRna21DaUVWamxCVEVHOERqZnBrY0JubnpsOWpickowb0JCTkVWYUY3cFRHdkphVkJZRkRUZWRCR3dJcWsyc3pPUjNIS3NsS0k0M2RlWi0taEpYZTRBR0stWU5MZmk0U2gxMUtjaUxOT0N5WDR5N2R6cHhHTi00cm5FeWxSdS1nVXJHWTlNSmtibkVSb0xVb2NkNlgyV3BUeEpLYXllaNIBlgJBVV95cUxNS2EzWnVWeTQ5OWF1Q0huXzBodk96LWhLMFJwbGtjRUlHWklGSXpsMzYtU0JZMjBmSHdSNXI5Nkd1V2N3QWw4MklCUExzR0JkTDgyYjhwSFVfUzIta1pnV0h1SHdtbm1TSUdSdUl0VHB5Z0FCcnVPYURxbGM5dlgxYk4tNDlTUGREcWZCcXVwWHhkZXdFS2h2WHhSMDhnSlUyYXhQV3JKSzI5VU9sYk92SWIzVTdWZVZZUVVwd2JKREVpS2lvaHFTWGZvYkZjdlpUYkRIVjJVQTlUTURrcGp5RjNMaUFpWHNFUkpUeXJDN3NKUENtcWFkUU9Wd25OckhoejA1dnIwaXgwdGZ2YjZRSWxMekJvZw?oc=5,eltiempo.com,Regasificadora,"['técnicos', 'mejor']",Neutral,,Exterior,eltiempo.com
09/10/25,¿Hay o no hay racionamiento de energía en el Caribe?: Gobierno y gremios enfrentan tensiones por suministro durante mantenimiento de la regasificadora,https://news.google.com/rss/articles/CBMiqgJBVV95cUxPOXVxWFltMEVvYjN1ZDJfWUF2OTkyMlRrT1pTTlNFWGd2Tk1KOXJZWTdodm5nbVRVTFVBRV81WFJNYUNZYzRlM3RveGQwV2ExbFFaeFgzWVhuV2VyUmhaWTZMeFR2NWtFZnU5bl9jN0ZGYlFVVE9nQmNuX2JVTFllUDBhZE9lbnpqYjAtb3E4ZE1HMmtmS1g2ZEdhazUzUVA3Q1I4UTFoSzhQMUFJajlLc0t0WVlMbGtEWUlOUUE4UjlvUkR6N2ExWVc5dXQ1T3YyYWpMVU9PZHRiZERWQWQ5Tk5DZmlYOHhBS3lVLXVsQXV6bXZTUUtiQV91VURXZDQ2SW1uVjk4WTV4WmhGMmZnaHhzR1g0VDJLRW5qbG9VVlZNX1FlVXgzZlJn0gGvAkFVX3lxTE9uN05OX19kUDJCQW9GR3c0bndxejdid1FvZUotckxCTUhoaXhVaG1VeDhaLWdlYnNhazBZNUNCSUlHN2RiZW5va3dUSUl4R1M3anJ4VzV6MTNhVHA1b0dOeXJpTERWMmoxU0Jyc0dpTU5mQWVFTW9sUi03ZFREaGNLTFRNaVdPNklqRzU3Tm01WHBrMVpndnFLLXh6Y1pVU191WWdQc3JmYUdzZDZxN2Z3THZpaGJlRDhnYU5MU3dyWGtQRXplRkZ5RnNEMkw4WGhvZ3RTTjQxQmx2RXlobWFrdVU4cGdFRDlnV0xycGo1aTJTelhSazJEUXlfLVIxcmxwS293RTlYc05JcEJSeHhUaUZvQUMyUl9SWlItZTF0ZnVGOW1uX2o5S0ZRbEVxNA?oc=5,eltiempo.com,Regasificadora,[],Negativa,dura,Medio Ambiente,eltiempo.com
18/09/25,"Ante riesgo de racionamiento de energía y gas en el Caribe por mantenimiento en regasificadora de Cartagena, Gobierno activa plan de emergencia",https://news.google.com/rss/articles/CBMipgJBVV95cUxPUng1Mkh1d080aVBqRWM3R0EwM1ZaVzlrdXRSLW5BWFQ0dmZUc0hkWGlSaW1kSnFaYTU2V1lMankwTTUwYTc2bUFaaTIwSThhZ1VDblVpUlQ4MVVSbDJxbjNjLVlSbS1oX1VpNlRLMEZtOG1KTGx0ZF9ha1FpS0pMTnVueWlwU3FzeGRWUGpRVlh2bVFzblZyX3BLT1IySDVTTHk1VUpaV1gxYy04OERyNUtuMGwtM1hwVzlRMWRlamR3WThIQnl5TmlpQjRFakJUdEpkVWhaN0Vwby05V2FMNkxkRTJIMFJnRldUTnpVNVo3ckZvZEltUlA3blE5UXdGQVE2WVpBTnNKei1oZXFITXNJN0xFWU1ub2N0Ukk4NkJFQzB1RXfSAasCQVVfeXFMTkxDME9fT1lMUXc1V3RyTzI4a3ktRzBPMWNiSDhrX2x3cmpST3NRMUhhTVlRX29vaEFWNTBZNWRyYlJaWWttUlZoR01JNGQ5VEZGdFlScW5hd2YxdEE4OWFHYnY5c3Zka2I5ZUxJdFNjZC1zR01JNGQxTTRBQUw1dFY0cWlleldRaDg0LW5KM1NDZGJCX0dPaDM3RmwtSzUzSmh2RFZ0NFJFUk1VZzhfWktOd0U1NGJWWDItb1BsVGM1LTlmTmZGdVNSM01jZTAtWGh6TzJNRGNuN1pCNjQ1WmR5c1RFdXdfSXUxQnpBelByRE1KdWduUXJETTRxZ19yV3FwakI1RXVDXzdGYVV0dW1LS3NCbTNJRkVTcHVMQk40Z25aUjBTS3dUdTA?oc=5,eltiempo.com,Regasificadora,['activa'],Negativa,riesgo,Medio Ambiente,eltiempo.com
25/09/25,"En octubre, Ecopetrol comenzará a recibir propuestas para importar gas natural por una nueva regasificadora en el Caribe",https://news.google.com/rss/articles/CBMi_wFBVV95cUxQQ2VGRnRma1MwSTExdmRHTi1HVXJ4WEJ3ZWRVaVh4Sm1UVzl6MFV5NXN2UkVnOHkwUmlWM3RoM255MEdESV90enMzRE1lMmtad211cnNQT2NPZ2NJR285UGxuV29wZmlXc1ZUMVFyZUp6SnlvNGRRQTJuZUJiRnFPWFdRZWlCb0hLc0xhUDBqN2ptQ2tWMnRFRUxHNzBOWEw5X1pDUFRRU1FZV0M4c2lyb0x3YU1CVTlITDM4RkZJcmdEUWZtbnRRNUNSVHNkVFhYQzRiMk44QUktQTNJeDBqVHNBRVJXWmUycGxtdXdjR0RQZTVRWklqWmJNcEQwX1XSAYQCQVVfeXFMTXdWcWM0alVPUFYtemMzTjBzNzExQkt2Zm96OTYyVWFMMWpBQXdkSDJwU1dfQjhzRHowdlczX1lsSkNJaklBRVVwME5JaDJua1RUWDJrQjkwTnh4WHR3UllYcXFDSk51UTlSalJhcTQxNllpb3pZNzh6UnM3Q3pDNnZ4LWRKMjBrS2cxdVBZNmpTVWNmMDRBRW96UWY1NFFKNnQ2Q2tYU0hEd1k4b3RtQVN3cXJlMFUyNlRGOEx2dkFfT1U1TEhRTDhxWWtZSlh5VGdRQVM1ODBKVDM3aEY5U0hremNWMUExY0VHSS03YlQ0RDFYOHNKMGtKaXUtTGl6MTd6bkQ?oc=5,eltiempo.com,Regasificadora,"['natural', 'nueva']",Neutral,,Exterior,eltiempo.com
14/10/25,ANDEG confirma estabilidad del sistema energético en el Caribe mientras avanza mantenimiento de la regasificadora,https://news.google.com/rss/articles/CBMi_AFBVV95cUxQZmpiZ01CbHBzVThfa0pFazFmNHBmSFRZWjJiYWk2VEx0Y1F1OHppOWl0TlplZWM3RWNHUU5jdGFOV0tJT3RqNVJpMmhPRnhodnM5Y2xFVWJtRVhhSVNDRW5rUmNndkdJOHBNNldMOU1rXzdsVzNxLXl0dzA3VS1ESnR0a1ptU05RYy1LNVJsS2p4Z0JQME5hZmc4VzJjWWhBRmlVZ3hsa180Nl9tLTR0Smw1b2tlY2xvbFowQjd1NXhzQTNVYzRRZzN4MXIxRnY0WlcxVW91UEFCQkJUem52dHpoUkJKaEtoUndPak5QZ2tCTy1iZDhDNUdDNXjSAYICQVVfeXFMT1QyU0tGQnpEWU5RYlhzNkoxNlBNb1NwZThhMTEzd2Y0YmQ3djlLMnR4TUhLeUFJbkg0SXZGMWxQLUVUN3luXzlvWGZpU3U5UGF3LTJwVkRpRjJsaDdNVWw3czN3QXA5Y2h1VUFjaGVuc1FON1RlMGpGc2YxWEp5X20yVTMwUklxWGhZMzRJc180eGpsWS1qUHhFWThwdzJ3VDRrZGgxUGNfNk9handsOFB4UXpMQnRES2gzeWV0eEVSZ2NWUjNXR1VBVjlTbjVDczQ2ZkZRemp1R1RrSUR5ZTUwRXhfalN6dVQ1S1JBZ1VmNW9YUDV0MlFwX0t0Tzkta0d3?oc=5,eltiempo.com,Regasificadora,['energético'],Positiva,avanza,Otros,eltiempo.com
07/10/25,Ecopetrol decidió instalar su próxima terminal de importación de gas natural en Coveñas: ¿Qué pasará con la regasificadora de La Guajira?,https://news.google.com/rss/articles/CBMikwJBVV95cUxOV3JmdXp0bG1EdENjbDF0ZHgtdlVQX2lNU2pjanFLcGdjQzlnamFudHVlNjVqanJLTEdXb3VONGtyb1kxTzIzOVJWSFFVTy1yMHY2VzdjTjUxNFhaTlJlSHc4aUxCNmQwcUdWTlZfYTBUVXNBbWl6WVdRUV9jb28wN2ZJWGtzQWk2Q2lFZDdjOFNkdnF1ZHEwWnVpeFBGSjFyNzNUQURkbDhiYlJWZC1vTVBGWlpZVDZiQ2RZQTZaYkk0QUdfb2lxV3gzdURQMEtGWmRacWpTelBUcnB4VVhqU0FycnJyY1l3a2tUdWVvUGRJTDRSUlp1bzJ6ZlR5LU5DNmhPUEhHQ2FhaldTRGZhTDdja9IBmAJBVV95cUxQOXh0VmxmdFVRQjNQdWlGM0Q4TnRHdjlkMVVtYWdmUUZ6eEZoVkZaOW1qNFVYcEVZVzcxWmFfYVE2WkNqZGQzajV4bW1XUVcyc3dfX1V4QjVRbENNdG40ZTdTemgyZGR1RnI5V1ZSMFBfOW9iODVnUGEzTWwwM2hZTTZYVVJKTm51dEpSTFRseXBPT3ctQmMwcUtYNldQNWFINExhbFRKd2NTcEZUMzNzZUhmZ3FSQWdSRFJ4LVVwLU12REdXcXRtQUhKRWFNWW5raE92Nm5CZUZBRGJSUnhGNGN3ZmtrVlBGc2J2cjBZdzdrWFVoeTh2UDhSUUo2SUNlYk9sMk5RaHUwVEFsdTZnUjNBcngxWEtr?oc=5,eltiempo.com,Regasificadora,"['próxima', 'natural']",Neutral,,"Exterior, Economía",eltiempo.com
14/10/25,Creg aprueba incentivo económico para empresas que reduzcan su consumo de energía durante el mantenimiento de la regasificadora de Cartagena,https://news.google.com/rss/articles/CBMimwJBVV95cUxNQnNFS3ZvSmJxZkEweGVfNTZTaTk1dmR2TzFPR0ZxVkg0Tm1DZ3h4WHJZWUNqNnQwZ2doekdDczBMaVY4QmJ4dUhfNVZpMi1uMk4wWDgxQ1pfWVBfbXl4QUVWWDVzLUc2clZxSHBnbU5FM1pieU5qNktNQ0JfWE9qOElMazdjbFJ4OVZ5aW9kTWI0RjBfTzVKemtEYVdSRzVKM2hXX1UyaVc3TFVnV1lEYktVc1pMOFNhdmpCZjlCbl9vV1ZUdGpvakVfRGJJV2tLUzJoSlE0XzQwaF9SM2huZF9JNVhCSGExLXpNR0FaS3JvdDEwMHh5dGRUdktMLUFfLUVoUEIyRW9fVHdmWDdZRDJBMTJOVUZYLXRj0gGgAkFVX3lxTE9TbU8tYjlNR0plVEdhdk9tUGNNbF9wUC1DZTZXU1E4M2w1QUZYUUdRcE9icHJuaXpCQmNiSVRabDNMS0UxTkR0Y3ozV0V4RnUwM1RhdzlGdjFoU1dQeVJJS1pXSkRUTGN0d2w4V0d0RFhFSlhIbDBpZHo4MWd4QkEtTjV5QlJBS3JHb0RBVHd3aHhhNGtjUEJWNW5jbGN3R1p6dWxTODU2bE5VdndQR0lBVTNmTVRuREFremVjTGdjTmZFOEZGNlRyZHRSUEc0dFd0WVRyX3Axa1g1alhELWI1R0I3OWk2V0V1a3JLa1AxakZzODREcW1rdDZpbFRJQkpYXzltZkNJWl9sZ0c5NXZLWG1BYWNKZFBLcmFTU0M3Vg?oc=5,eltiempo.com,Regasificadora,"['incentivo', 'económico']",Negativa,dura,Economía,eltiempo.com
16/10/25,Gobierno Petro ordena investigar falla en mantenimiento de la planta regasificadora de Cartagena Spec que afecta a la Costa,https://news.google.com/rss/articles/CBMiiAJBVV95cUxOU1NqR3o3c1dGYWlONUFNeHVtMmI4cjBlb3NURTB0WEpIU2REdER4NEppd3hrRkVaOTVGZkVlN3JWOTN0Z0tWYi1iRW95RkpWNmJPeHE2dFRybVgzOTZCWXdhaTJvRmUzSHIyVWIyLVAxdC1xVzlGYm0yc08zallIaG1Kd19vU1E2cDczMUZJR2NEcmtpcm1qQ0lTc0NfcWVzXzRiTWJsR2FxM1BrOGJHSEhlV2hjWHRoUFVEOW1pZ2FKZXJaeFQ2aU54WDdIaGpXOHZWVE1EUk5YOW1YbFA2YUYtZmF5REZYNW1TQTFPYmhTeUJfM0VMc004TTV0NUZvU05INS1Yd3M?oc=5,eltiempo.com,Regasificadora,['regasificadora'],Negativa,afecta,Exterior,eltiempo.com
15/10/25,Ecopetrol 'sacrificó' producción de petróleo y apagó varias unidades de sus refinerías por mantenimiento de la regasificadora de Cartagena,https://news.google.com/rss/articles/CBMihgJBVV95cUxQZHRRZnRqVDBEdFJab3pVcW40NmlWSWVLSl9hUXF6aDB2cGpIcjhJU2U3MUY2R0NPNGZpUEVvU1M1WDdxUWRnelJxejlNUVVLQVVtbDFWQmVxODc3d1ZmQkp4Smp3QkhnNVAzb2RGMEtQZkoxMW9vbDdQRWFqeWViMjlCME8yUEM2NzVSbjY2VHRXUWZ1bWgtU0pwU01JbUx3Tk9rRE5RZEpyZ1ctS0lIMWotMDRSUDlMT0l5dzY2MjVpbzluRWMyUXlnOU5BMld4WDQtT245RTl3ZVZNczFqcXdSVDZZLUNQb0FobGU5Z3I2NExtNnd1THNsZTNzbWJSUEpNeTVB0gGLAkFVX3lxTE9XNmFOeUxsSlJEQWdDcENldGM1R1hDQkdkMEFlZjNrZ0RVR1h4SXNsdnZTVEZobWtiQmI2QXlINUtKbEZJRHIzOWNnaHRsVG9zR0lZOWZlUU45QTJiMzZHa0lFSUFzNVFmbjRuU290UlhpODN3TVIxeGptV2M0cWY2TEFYUUtMQUN5ajZEaVAxRF9ENUZnaU5TVEZBRkpiRmxKc1haRFBjaVJvZEpZZ000ck1UR0pRek9wQU5maXpuV2QtOWYwSTBKRDFEVUdxcnl6MGdjMmZmRHpDQmlST0pQLURaa09hTE5iQ1dyOTBlbkQ5Z2FzcGQ1dXJMb2J0MjBidFhwMnIwOXpSWQ?oc=5,eltiempo.com,Regasificadora,[],Neutral,,"Exterior, Economía",eltiempo.com
15/10/25,Regasificadora de Cartagena registró problemas para arrancar después de su mantenimiento: ¿qué pasó?,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQZktERmFZSF9JUnZGNHJlRlRaRVZ6OWV2OVIzWENqWThTVHhJS0tWc0tfMExNc1AzZUhJenUwMTRISFhqMjBGZzE1UUd6STBxQ2ZwSDhyVDFxT2ViYjJHV3VOZERRS1V4VVhhR1liYTR5MWxLZTY4ZzJyVnBuYVJLQXg1N0JzdVN0WGJ3MUxLUm9YYTdUUmhZbkpMMTl3a3djdW5NUnJ3dEphNWNyMDA0ZW5ZdkcxS29hSXBKUld5LW9GdFQwQkwyX2VtRWdjS1VWWDdDcEZIbjJVWDZG0gHiAUFVX3lxTE1LT3Nka1RBVHg1YjFNVnBRWWtpU205ak1ZQUlXYWp1bldacnJpT294U0VzSjNLTEhIcTEtREFUZmxNT2UwWnI2QlRhUVVidDJjODdDQzNqcmJUM1RRU2k2ekNjdGQzM2VJTDNYOHlETFNXMjhCZFdTUkQ0LXB0LW9DVWUyR1NrdW9PMEtmOUkxWFNDN1M0OTc5Wmp1b3ZWTHlOLWtwV2NHQnBLQkpFUjNOWkE2Y0d6MGtGa2VJU2NGVzgtcEw1YzFjSlpDc1luSkVuNDR5ckVyZG5XMEY1RnVjaHc?oc=5,eltiempo.com,Regasificadora,[],Negativa,problema,Otros,eltiempo.com
