Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Categoría,Dominio Limpio
08/09/25,Sube tono del enredo sindical en Ecopetrol. Subdirectiva de la USO interpone denuncia ante Fiscalía. ¿Qué está pasando?,https://news.google.com/rss/articles/CBMigwJBVV95cUxNWi01ZDNieU5acUhMRU9Rb3dDcDBaSkZBb25kTlU5VXVURU9kczJnNlRZOENqWjB2R2VUOE1tdWhOcmdDdVZBUDhQa0E5SkVyTHhhaWRmYVpUWEZrQ3dDeUpMYXNhTkVzaFo2LXF0SktYTXk1dHlzNXhfaFZXM292dTRoTE1pdlFFYXVwQndsdHNPRk5iUzF5U0czdmJjLW1jbXlrSFJhanI2Tm0tRHhoYng3TVhNRVRyYWU4RXF2ZkVRUDUycklONExEMjRPcm96eFFwejJhSTV0akRaVXN0TW9lRF9vLVV5WkxNRTM0c1ZNendWNWlpUnNuWFV4Y0dZWXhF0gGIAkFVX3lxTE8tUTVvcUxQaXNXelEtc1JrOHFvcFotR1NVR1ZndHRSaU1ycTVfcjdnU0VCN3VYbjgtS1pHd1JJM0Rmck1CQXBiLXI5Q3c0aEdkS2ZDN1Z1d0tNRjVvRzVYM0RTb2laamExWjRMZzNFNzJianc4SVBxYmJDNUh1bE9zdjl0RzFYRWJxa2l0WWxmWi1JZ1VtaDA0bzZwQ2UxWGJldXVQSmF1alVZdDhXMmFyNmhBQzlCNVVGNU9yaGZDUnB4UzRiUG5MYUIwMWxwdzZiVC10U1lOQnJFTmN3V3NDT2xGYmlER01HRDd1TWtiTGRqMG1Pd3BkZzI5Y3NrakZoeEN2M3VsZw?oc=5,semana.com,Ecopetrol,['sindical'],Neutral,,"Exterior, Economía, Judicial",semana.com
25/11/25,Investigan a funcionarios en Ecopetrol y la UIAF por presuntas irregularidades en rastreo a empleados de la petrolera,https://news.google.com/rss/articles/CBMi9wFBVV95cUxOMTVST3JOR1J2dWlENTNxcHJtaTZZYTR5LWhhSTVYNlRFOVlsa1Npd2lUcW9VU1YwWTFUNUdBakozUnd5Tm5weDRJaEpaemxhYzVmLXBLbmlSaGpUOFV0Y19pTl9zdXN2UFF2eTRUXzF3cUQ0ZUJLbkhqNmR0b3hoX2tNc2NtYlA3dTF5eE9TQ1Iza1dFbUpqbnBCeVRIRVg4RkVkYy1QNTVhWjFBMVNndWt0RkJqMm03NzFyMmRCbEpTR1R1OE8xMGJ3a25uaTFNMVlHcU0tRjZRYTByRmtpWThzUGxEOFVWXzBScjItMzI0WFJZWXl30gH8AUFVX3lxTE16QjR1UTVBSW83LUlUQ0JEaXVCRWNVd0F3NFdtOHRtTl9XX2VDMHNXbkdBLXpudnpKTm9zNk9YOXBvUnRjVlB3YkFNTE1venctOThHUXVVTXhiZGFJU0M4eFR0eFplZ0xkeXBZY3ZudFFHSzdhSEdIZ3ZrODdyWXBkaWpXYXg3TjhFaXZocE5LY1pCZzB6N3kxelczTmJ6Z3RSNzlyeXpZYXFUeUltN19HM1dCaFlMZEc1ZHE1TVdNTnFRekEtSzVyTGtlZ2w2LUlrU25KM3kxZ0o0elVreHNtNjJCdFI3VWlIenBLdXo3X0hkdE1LVjNtTE1IRQ?oc=5,semana.com,Ecopetrol,['presuntas'],Neutral,,"Exterior, Corrupción",semana.com
17/11/25,Procuraduría convoca a reunión de urgencia tras crisis Dian-Ecopetrol,https://news.google.com/rss/articles/CBMitwFBVV95cUxQMUVGeGUyaEFWWWNHa0FFbDhsajV5b193MnhQUFJKZF9iVFJ6eUw0cWs0emlubXdkeXZjME9uNmxZS0FjaTJvSU1TOFR4cnlaZnlaWDlUZDl1cHdNMDZmMmE4UXVXbW1Ja3c3ajhSa3c0dkR5ejFKR2xSMDloUVJtaVBNZ0lpTlg3Zi1hanZ1bHlYUTAycjJRMkhvdGppeWdJRDhrdzN4Y0padExvcDNCaHVmcEUxY1nSAbwBQVVfeXFMT3NMNGtxLWJEYm1aWnNCZE9leFBYdUxHNkNWTFMyT0ZBaWlfTEpZUVVldG5NVm9iekVBQUVXQXctZGdYSzRfVDNDLVNFSU1LV3VPVnowSEp2Tkd4amJQdnlSeFNiM3FCb2tmZFJ5UkYzOGwyNS1USHVDV0JJMTV3eGR2aEhIbGpEc3Q3YlpzcmJsMXFqZE5XcGdHSE5wbndtUzlvMDN2NUFJd2t5cjBiRW8wLUhlXzlSbFA5Rlg?oc=5,semana.com,Ecopetrol,[],Negativa,crisis,Exterior,semana.com
22/10/25,"Piden a la Procuraduría y a la Contraloría impedir la venta de las operaciones de Ecopetrol en el Permian, en EE. UU.: “Posible detrimento”",https://news.google.com/rss/articles/CBMijwJBVV95cUxNTWRremFnQlZwcHRpTHZjV1BpbzdRZ1gyT1lVc0VvZ2l0bm5pekpBamY0SDJ6ZDB0eEJIalVCUjlpaktOQ1B3UElQYXRFc2ZDMzN1S1lIaU1sYVBUdG1RX3JJUnVnbWRfeUdkai1IRVdKXzZNMy1QbmhhQnRvM3k2MHBBQllWaFBoVnZNOWx1X3FXRllZN01WWFltTzZOTmVwMnJQdVlPMTNaZmlQbmhXVXFLUFo3YnZnNkd3ekxfWlFKa0NnMEl6YWNROElLRjZsTUZlMXFFd0kxeFBfNG1CVUM4Um1mOWtFeDlnb2tMbHZtZ0JvY05sXzFrNVZBWEpraE9vZ3dqSEhOM3I0Z0FB0gGUAkFVX3lxTFA5TUJLck5nUWRXSEhZYkxxZjJzX2FTaGhyblVMV0gwRUJ0d3dGYXRHc1RyVmRSanBRa1N6czdremZ1Yi1ZMVZXY2ZHZUtGc1lzamliSGE2Q3owSF9uOXBYSk1EOUIzakFjQkdkMVhxQ2d5bjdvSkRNNm1KcXV6bkgzdEdNNTctbnhFTlhXVC14dE9ZM2xNZmdTWmpYOEpEcjczUWNXdHFVOUtUU0ZQM3g1Wlk2eXlfNDYxVWQtX2JYeTR3akZRa3BFeGFmRFpRR05na0VXeHhDNVhCTUVrdF9WRnpzQVY3NjJRRDVWSmlHZmJteDhlLXpMeWtqcVFaS1FTZHFtclRkTXJVYmVCOFFwbGFmYg?oc=5,semana.com,Ecopetrol,['Posible'],Neutral,,Exterior,semana.com
25/11/25,Ecopetrol y el costo estratégico de retroceder,https://news.google.com/rss/articles/CBMimgFBVV95cUxQX0JGN1c0VXg2QUFtVjZON3BuQU9ld2QwRS1uYlNxWW1xeGx3S2RtMWNsRmh5VlZ6aGlnR2lBaVliRWxEZDBleXBmRWJEeWRDUmVmTlZnbkFNSWx2V0ZZLS1rYWJWT2p1bjlISWJWa1pVaXNSOUR6X2F0UGI1dzVRbXAzX3hxM0dmdmFRTGd4NlRYa2xjdURpV0Nn0gGfAUFVX3lxTE1HUWN3ODBqSkVOenVpb1VIVHJPNUx4dlo0Zm83Q2JSa0x4WXZFR3NTTEpfQXRPam5hcEU3VTlIWGpxZTBwaC1WN05wVEVFbkEwVlN5cVY0R19wdm84UkRoQS1BUEhrUVM0V2ZObm1MTVRIN3U5MXVhZ3Y4YVVjaFk2eXRYeXIxa2ZQUmJHUUM1Wkl3YkxHdER2S1BKWFAyWQ?oc=5,semana.com,Ecopetrol,['estratégico'],Negativa,retrocede,Exterior,semana.com
11/11/25,Asamblea de Ecopetrol aprueba ingreso de un trabajador a la junta directiva de la empresa,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNZVFBOXhYN21kZUdFVC1kSDlhejJkMkFrSnNzc28yRl9LVU9VamVNM1U1Y1VsWGxEb1JYb0JOX3Rzb0RyQktnd3lZcUs3R3pwV3BoWWxDWjdZb0RzbEQxdmEwb0tFSm1HMnRxaDVudkZ0SWxJa3pUQklaaXRtWGItZUo1NVRoZThHZnM5WDU3THNxbFRPWnRvb3lBVTlEeFZfci1DZ3Y4T1pwMWlrTENuYjBhTnk1eUI4azM0QmthMFJYUlF6dXE0LW9wSWJBZk5wMHVuc0ZoZjRGZnJP0gHiAUFVX3lxTFBVVUVZcl9fRzU5UkFyaFZDUExqYUwzMFBrU0FoZDBLUkJZR2I2SW0yWGZSLWdFR1JQbHdTNTh5TFJMaFVFSlQySGxYLTJhUFRUTjlEV0VXRWlzdFJCb3FrQlg1U1h4TjBJaXFCTk9IbjJhTUR4NGlHN2hSQm5ROEo1OVNNZW4xemVORG9sQV9fTmxnUGlqQTMxQlk2QmszM3NlWHlxTmR1Qk5yVFZyNzBtZFpEdVZjcFd3RDZXRldHSERnLXZMNUktTGhwNTJJUGVTTm5pdGYzbWUxeXdoRVBObmc?oc=5,semana.com,Ecopetrol,"['ingreso', 'directiva']",Neutral,,Exterior,semana.com
01/12/25,"Ecopetrol pondrá más gas para hogares y comercios en 2026, tras recortar su propio consumo",https://news.google.com/rss/articles/CBMi5AFBVV95cUxPQV9oQ1RiSTRGZkVQY2YtVFRTd21WREgyQ3dNVXlaX0FwTEpFQ1ZlSGF0ODBTN2liSy02WnFkV0FCa2U2QUVIQ2FSU1pNZTFLWnZvRk1TbnB3cFJLZHFyNTAzUFJDd19LN2RFTm1RQXNDSWx1bldGcHBPOTJabEliQmpIVWk2MlJvYzN1UFRyOFdYZURFc0ZHRU1iX3l1UTRfaEp5STZKNWxtUjRmd0s4ZG9fa0FMb0hsVzVoRy1YbHM4Q0tSSDhwWHc4Z1IwYkd2Z1BadTRVWmdjSG5hTW9JZGg3Vjg?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
01/12/25,Ecopetrol hace primera exportación de petroquímicos por puerto de Buenaventura,https://news.google.com/rss/articles/CBMixAFBVV95cUxQNmJlT1NCSmhid2lJd0tCTXN3djltT1B4bkpqLWFLdzhYVW5PQ0FIdWhBbGNXXzlaS3dtNEdVYW5zU3prVktUYUhfZFFWLTVuNjhPbUJoS2w0ZnEza3l1dlZYbFVaYnJvbUtHT3lrNTlzRTdOdlVrUDIxVUZGRllaWFNKZi1FUGtvODB2UmlieV9LRjBsdTFQcUE5VlFVNlV5MlBoek1FbjJBQkRweXFKdmd1Y0dYS19KcC1ycFFwM0M4RVN2?oc=5,elespectador.com,Ecopetrol,['primera'],Neutral,,Exterior,elespectador.com
28/11/25,Así queda la junta directiva de Ecopetrol tras la renuncia de Guillermo García Realpe,https://news.google.com/rss/articles/CBMiswFBVV95cUxPSVpUQW5nV2lBa01vOGpNS3VLVVZlcThndG1lN19MS2ZRLTU5Rzl4TVgxWW9fQmloNXFnSG9oNTVSZXhWQjQ0M29mQ052THoxZEVnc2tGVk9DWDZmazZiVFljekhmY1NnLVhUd09pczBrNWZfUTJadlNtN2ltX2tUbExiU0ZJc20ydno0Nkx3RXNyY2lTbDJTRmhCQTllRWdybDVnUGFfbTFGQ2JVSlpQZ0VRVQ?oc=5,elespectador.com,Ecopetrol,['directiva'],Neutral,,Exterior,elespectador.com
19/11/25,Procuraduría cita mesa urgente por pleito de IVA entre Ecopetrol y la DIAN,https://news.google.com/rss/articles/CBMixAFBVV95cUxOZ2hlX3c2Mk8wdkhEVjZ5Mjl3YlhPa3ZUYVpJS1VGZ0s5N1RMQnI5Nl92cU1TdG5NSzJlNzJ2WG9EZkc0NkY5WjdnbjRaMVl2VmNETEw2TjR4TS1WNGhnRTh5NnB3SldHVUtfRHUzTk9WMXBzSy1HLWRydlhVeTVSVEQxV1ZwaEo0TUFEaFMzYlQ1Vzg4dWgwVS1KY3FtRmlfWGZObm9GcmpUa0RyLXViQXgyYlU3Z3RpRl9QckNMVnBMcnBl?oc=5,elespectador.com,Ecopetrol,['urgente'],Neutral,,Exterior,elespectador.com
05/11/25,Ecopetrol y Reficar: cobros de la DIAN podrían detener producción de combustibles,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZUpNb3FXdEdpbldtUWdUbm9EaDhhZWNSYUphMlVtc24zTjQ4T2FSM3g3WGxpTUUzaVBZcmRmbVFkdjk4NFlHVXRtWEJoa2J6ZXpVMGJIYzd5QlBpZ1B6R0RNLU5Ba0FnNnFSajZlREt2WDBDNGFReTJDc0NTWHFvMEJHTXY0bGhjbHlCV3o5LUZjTVEzemZ2Y20ydVdRajU4ZTVuS0x2RjNVRmllNnB6M21YU0R1a3VtcFNJSjRXemFyOHdqUC1RZ2JMN0s4R2pLVGc5V1d2THo?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
11/11/25,Asamblea de Ecopetrol aprobó incluir a un trabajador en la junta directiva,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOYTBzdFphb2Q4X2kwZWVwMTFrVlZ1czhDLUxIZTJ1ZUNFVTRvWmFvNUxSQ0V4SjU2Y1d4UUdmV0hZVFpqUW9oZmNkRVdpZ0hNb3cwNDZmdHZQX1Nacmg3c05DLUdNS2RoUV9SdnZFODFNRjE4S3RGb0tOUnQ0dVBKcV9XT2RLWERRV0UxQXRRRmVYSjhVZmVKV0hnYjlWdUZjWktxM0RtaHUwOVQwVUlyazFPYkZWaU14WWpRUDg2a3d5UUJyZTIwYURXMkRpWXdO?oc=5,elespectador.com,Ecopetrol,['directiva'],Negativa,robo,"Exterior, Seguridad",elespectador.com
13/11/25,Las utilidades de Ecopetrol siguen cayendo: ¿qué está pasando en la petrolera?,https://news.google.com/rss/articles/CBMizwFBVV95cUxPWDFYWUFjTkRfUkZmbEZRM1ZVNVJxZnVORlNnSktGS0VnWTZ4U3JWRmx4YzR0c3ZjOHYzZHdmZXgyUEM3N3NNMzJxTUNjbU1ldDQtcmp6dzNoV2dzLUZudjA4RllBUTFmMEdfRUJlckVvbm55TUJqeXl6eU5WZkVEX1Q2VE0tNUg2UWRWS2t3X2Z4ejJjUWNTQjBmRm5rdmFvQkVNWkJTeVpDX0loWHAwQ3BJQjJ0NjNwMEowTHJOdTFjZWM2ajRUQTJ3SDlTcWc?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
06/11/25,DIAN vs Ecopetrol: claves para entender qué está pasando con los cobros a Reficar,https://news.google.com/rss/articles/CBMi1wFBVV95cUxOOHphV3VUNTZlOHNyTWoxeVV1WU9nMEtYb3hWeGs0NnM1U0x2NTJESktMR0NSTFRQek9pRGwxZzlaZTQwY2ItNDhjR2NIVzVmbThkV1h2N3J6NG85U0VHZElwX0FrRlRsMVk4MFc5OV9xTGhPTWpaaWZxVldlNlktUFg0TzJSQ2JhUVFrdV8tQVlhRkNXUjVjV0JXQWxUaVVWNjl3N3VtbHlxNGd0Z1hHM2N1cHJPRGxxRVBGVVlHRFFZOXRhc1Y4MGZlMFgtcEN5UUlUWU15dw?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
13/11/25,Utilidades de Ecopetrol cayeron 32 % en los primeros nueve meses de 2025,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOSnBSamppX1dOUEhmYzZhMzhrckNzWXU5NXVKLXNDMktjdVloSVItRkNJYVF5Zk5CbGpEQ0pFNGdRNE5xVzBaXzNGU3NGa3ZmRnhLTWg0UXRJSzdaY004S3k3Ym5oMkdFQUZYTUdVRkRyRDNocVZSanRiQzU4b0xYaXdHcFdoOVk0RW1vT1lxSzJnNW9ZUDd3WkRER01IbFNCTlhJQld0MElGdUVHYzNJOTFubEhZclVWVFJhQk5JZ2JOdEY1bFNZdEZxWXp3cklDazQw?oc=5,elespectador.com,Ecopetrol,['primeros'],Neutral,,Exterior,elespectador.com
11/09/25,Ecopetrol abre proceso de comercialización de gas para 2026-2028,https://news.google.com/rss/articles/CBMisgFBVV95cUxPYmpRQXdiUUpVVEJnOF8yd3g0Um1fMHoyVDIxeThGMzViX2hSMXE5VXFtZFp4ZUVUMmJ6Q3hoUTY4dzhSMzZEalI0WWFPNkNhWGE0d0NPS0dpNW0wOVozOWVtclIxWW1uZ3ZQbDVlNUo1bGlXOS0zSGt4UEUtU0RFa2pVb0ZhNlowYUZWVW0xN0ItbVpEWVVOdGNQNm5Ga2lSQ3U3OHNfWGdQM291NjhVT3BR?oc=5,elespectador.com,Ecopetrol,[],Neutral,,"Exterior, Economía",elespectador.com
07/11/25,Ecopetrol confirmó a la Contraloría que no ha considerado vender el Permian,https://news.google.com/rss/articles/CBMixgFBVV95cUxPOVRMV0swcldPQ3k2SUN1YzAyT014cnlYSWNucGtJSko4RmljQ3FWYVJVMDlpRnBQLURQMmhQOXkyem1XbVRpdlpFbk9HcWM2ZTZBYUVJb2lFRlFMNDBnZHRYQ09Kd1c5NlpXYmV1UnUtb0ZoT2xIc3A5MzhGNng1cmFoUFk4aTV2R3F0al9ycEhxa2FYbFVDb3lkcHhuTk4xQWROdm9SY05PNG1vb0VIYWNfWWcxdzJWdDVIQmVRcXF4clVqMHc?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
07/11/25,"Ecopetrol libera 2,7 GBTUD adicionales de gas para Meta y Casanare",https://news.google.com/rss/articles/CBMipwFBVV95cUxQWnJEdW5Nb3BRRGVDYUs1SjFjN1BILXNldUNlX1hFR09kRFV4T0tqRmhUWXVsa1VxNXRHWjhBSml0TWFlWk84R1lJTkhOelp0MGJ5SUpxQ2JCYTAyeWFjZzVjRDdfQjRsQ1BjZTlNekpNZ0MweVVnbzVhYXBRZ0tTOE9IX2VqeVhETkFFRzg1LWlEUGFfa25NZHUyb2F4RnpoWjQ3QUl1Zw?oc=5,elespectador.com,Ecopetrol,['adicionales'],Neutral,,Exterior,elespectador.com
06/11/25,Lo que está en juego en la pelea de la DIAN contra Ecopetrol,https://news.google.com/rss/articles/CBMirAFBVV95cUxOYVdIMGp3WU9wVTVuY2gxR2JVdGxQaExPVGItbWtURDdDUGFzSnlvN25HWm9SSk9KYTREX2ljNmc3VEE4aFFKNWJ1LVRFS21sbHVZNVB4RHF2UFkwMjZVd1ZxSzltLVZhWk1qV243akoxX1RwS0ZlZVlvbmRXTGdEelBHMmdxazFIX3RuaTV0ck8yQmtrRkc2SnAyZk5Rck1FU0ZNbjg0d2FFQ28y?oc=5,elespectador.com,Ecopetrol,[],Neutral,,Exterior,elespectador.com
09/09/25,Denuncian a Ecopetrol por supuesto incumplimiento sindical: ¿qué dice la empresa?,https://news.google.com/rss/articles/CBMixAFBVV95cUxNQTVsTWp1Y3ppTWhWODVyM0hUSFZMcVRweXVPNDNUYnpDVXo1X2g3S3lUZnA0U0xSMkJhMXZSY1dUV3JHQndXYWJ1STlZSWJ3SWs4eXNqR2FpdGhEaVF6NlpUbUNLNENqcmNYRzlZUl94Y0JWaElMSko0MnFYRWhYWUtDMTVqb1dNVlBpa3FxdVQwcW55a2xERjBSN2EtOUVaRzZBaExaVmtrTHBhV0poSXdzaExQOTFfWjlqck1fbzVMd0tk?oc=5,elespectador.com,Ecopetrol,"['supuesto', 'sindical']",Negativa,denuncian,Exterior,elespectador.com
28/10/25,Contraloría pide a Ecopetrol explicar la posible venta del Permian en EE. UU.,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOa1JvM2g3eDl0bkNQQmMyZDFyREFBMG8yeUItME4tbVZUbVRuX013THByWkZyZDg1bjN2ZWdOQ0pQaFVvRjJSSHpyU0xjMHJwaTZXQ1VuLVZTV2N5QVpUTVA3ZmVadTQ2WFNhOWpxNWpkQkpEdDJQNVVmOVZVdGprZG9wbDJHbVpQOHN3azJiQ3hoYWt0OW1KNVhTOFNHY0U0WG9GSkJVMHM?oc=5,elespectador.com,Ecopetrol,['posible'],Neutral,,Exterior,elespectador.com
06/10/25,Ecopetrol recibió permiso clave para importar gas por Coveñas (Sucre),https://news.google.com/rss/articles/CBMiuAFBVV95cUxNaTdtTkZYVTlaVFdvMnE3VXZxS0ZMNzZKLU1FaXc1UDdJNGl3bjNWVzJxM0ttN0MzWC1adC0tcFp5S3BVN0VUZGtGbEJjYzdyNjlqckdsMWw0NmtUbHd0d3cxdTFubUxKWG15eWRDeFhPdWI5YnY2OUlXNndUVW9qd1lVSkYydFRzaGxTMU14dHNYUF9OSlVuSlZKc0wweW9ZcEtJTnA2bWhZbHNqb1o3Q3FwV0JiU3c3?oc=5,elespectador.com,Ecopetrol,['permiso'],Neutral,,Exterior,elespectador.com
01/12/25,Ecopetrol realizó la primera exportación de petroquímicos por el puerto de Buenaventura,https://news.google.com/rss/articles/CBMiywFBVV95cUxQMTRBMFVQN19LWEVfYzNEbUhxNW05ZXRuVHVCOGRmWEtIOW5oc3BNLU1fT0pCX0gyT0xkOXpISTJHLS1KMHFLeVZWZVVubkI2NTZ4QjZreXM0OW5SVzU5czgxcDlvcUUyQmxtd1hlXzNob0RqVDJFRVc5Y3NoYmoycl9McmZFUjYtTXBPenZSTUtHUEJ1OUdpXzVzNGVqVVZRN01FRG43R0xGMHZWNHFwUG45SHlFM0ZpR2lIVnBiMFdMenloMzREcnZlNNIBywFBVV95cUxOYnBUZmV3RGxFTnRkRTd3bXZPRWdaRjdSbTluTG9PbGJ2NUFBclNrZmE0ZUN6VDlMc0dXNjNRZTlwU1hlcUdDU3BVa3dmeTNzZ3RiQ0FhS05WRlk2NUxWeGNpS2VxNWZhZmR4VjRFVnFnNER2OFN0YkxGRmZTVUh5SzVDd2V0bzc0LXRsc2hib1VNRzlOdG8tTU8xV0tCR2ozSTF4a0ZXbWxTX081ek5BZTd3aGp3M1phaUc5S3gxMTRrZnQ5Wkw0RkhaRQ?oc=5,larepublica.co,Ecopetrol,"['primera', 'petroquímicos']",Neutral,,Exterior,larepublica.co
01/12/25,"Ecopetrol, Canacol y Hocol son las empresas líderes en producción de gas",https://news.google.com/rss/articles/CBMitgFBVV95cUxQci1SYmVvUWl0R193MnR2RmhVY1lEcHJfOHB1WGFVN19oQ3RFdFR3OVZxVDllaWpoVmRYYThmeWV5U0d3LWVIUFMwcFZYRDVDd3FxeGd5cXBrelJIN3ktTWt0RVJTSmxVXzQyVHRnVklGSGRvTjBMZnJ2Z1dXZFhzN3dSX2h6TjdWcDAyM081WnJyaXE1Sl8ybWlpeVJlVWdFS0hNVDJzVFdRdGtXYm9LMzhMSjJxZ9IBtgFBVV95cUxNOHFLT2doYVhBd1gzTFVvdGpmamJnbTdDdk5UZU11UlVfRlRqRFAtd2RSdWJYYnYzSEdXUzczQ3FBSkdyTTBLUW50NUVyV252cGFvbDlvbWRreUk2Y2JzMUNzZzRid2NNbFRlWVRIM2lmTThlOWNjM05SQTRsdHVJRUxIU1NFSTFfcHd3Slh2MmxTdUppa0ZuZ3F4MURJSEIwd1JEYndaMXRhUWNORENxazJrS2h2dw?oc=5,larepublica.co,Ecopetrol,['líderes'],Neutral,,Exterior,larepublica.co
29/11/25,La acción de Ecopetrol en Wall Street ha caído 33% desde inicios de febrero de 2022,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNbTJVVXloRzdpZkRSWWhrR3R6MGVHeUxLZjNRcGlwZnJFbEtpYzAwVnFjUnZQTkpjMm9kYnVnTHhIVlFaT3JwSWZMTnpuS2haU2hqcGUzc3YwSHFfdG10cC11VU9GbEQ3dGlfcl9PanpaRUxpUEhGOEEwN3M3ZDY0UTY0SUFPQkhXRWhCdFBXVThMQnlJdmtTOFg3Z242c2FPRHVYV05iRXk3Z2V2YzU2UmV5Uk53elNweTNLeXRnRFTSAcABQVVfeXFMTUlnZVhIN3hYaGtqZDk1aDUyLWNRdmUtTWNteGRYWlppLUsxOTJwRkVZYkM2Tmw2aFdEMHVBT1BKclFaRlk3SkVULVRIb0RHVDQ2VURWWFZXNF83VUV6cHR6R2JsbWV0WkhJYmx0ZExZYzRobkprVjAyVEN3NlFoRHVBY19yMWswTGZqb2wwdEYtM0Fud250dFpCVWV5U1E2cnZ5aUppcGdkdkZpdjFRaDVRcTBWTy1WM0pjZXhkZHlM?oc=5,larepublica.co,Ecopetrol,[],Neutral,,Exterior,larepublica.co
28/11/25,Petro pide salida en Ecopetrol mientras se desmarca de posición de USO sobre Permian,https://news.google.com/rss/articles/CBMixwFBVV95cUxQT01YX2tva245dFRFOWpGdXFIeXZxdUVicWFWMGxPVmpuSjJFUWlIUUNValJoZ3lFaW9WSm44VUpQeW0xc3Q4SkVzcWJudExMUDBVSzVLSl9Dd2ZhbzZ4ajVkX3dTQXFDVDF1SExtT2VhZl9MdDFfTU9zVm15dlNQV05FTDBfTnpZNWxkZEtWdExNYVJlRl9LcXZwT0YwdWEwT3FWd2dGMjgxMUIwbk9ReG1aLUdwZXg5NGMyN2hFQklyQjZ2VTRJ0gHHAUFVX3lxTFBSLTVoNzNMR09oOXc2dmVXck5xSDRITmpJMXU1Y1hGNTlweF9hdWlRQnFNRUNXcFRmQWpiM3drd2RqVndVblU1clJRQnFzbXVHbnFUQlFUN3ZqN0luTFRDOXBmYUE3cjUtMEMwbEl0T1R3TGhXa2RsMkxTdExIMk1BWWpScWtySE92RTVSQXk5YWF0U0pIM2cyRnAtb1ZvU1A1UHhORU5rN2RwVGtqcUtwVkVBYXI3ODFVT2lVUWVFdmNjdWctZGc?oc=5,larepublica.co,Ecopetrol,['salida'],Neutral,,Exterior,larepublica.co
28/11/25,Ola de cambios en composición de Junta Directiva de Ecopetrol ad portas de fin de año,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQVl91TWJYazhDa3A1V0tRQnRaWml3M0hVT081U2JvWmJ6TGp2cW5QRjRLMUNyTWFORC1vZTloaGN6dDZDYlBtTUZVbGpvekdhTmNNM0hfOXNiVTZfcm1MaWQxMkM0ZVQyazBudV9pQ0drbTZPNktRa3NiVGh0NVY2V3ZZMU5jNHhmc2hEWDh0M2JENTJ1bzRLa1ZMeHZZNFJmNkxqN0NBaVd3UzBxenpYYmstUk1UQ1ZIUVF0Sm9WRHd4VDNrcVdmNNIByAFBVV95cUxQclNHZjB2V2dZckpxR0RmbHVSWmFuVENVQVBWd28xMzhqcWk1bjM1SFRuUkZfajBUUzJTT3MyVlktTkQ5dlQwS3pyR2RsVUFJVHNfTGQ2NEpCVHR6U2FZSk5ocW5zUjBpcERLdVBpT0JwU0F6RlVhV2FGUmFWM3ZiX2JRQlI4MGhTTGZJWXBaQnNmYy1LSmxkUm1hT1NTSmRzc1JQQnpNSnctMkIydnAwQi00TWltcDJURG9MMjNvdjV1eGxXQWVYNQ?oc=5,larepublica.co,Ecopetrol,[],Neutral,,Exterior,larepublica.co
27/11/25,Junta Directiva de Ecopetrol aprobó la renuncia de Guillermo García Realpe del cargo,https://news.google.com/rss/articles/CBMixwFBVV95cUxOdk1wZEdiZlh1NnQtZzJuYVpOUmo4TDVLT0pWVEoxbThpZ192bkRxMDJ5b2M1anJqMkVIRklHM1VhdEExMThoS2RJT3dmN2FyN3J1NGtrS1lXT3JNQkJzU2NQVFJ4bm9SeDF0TC15VGZwN1hxbG5aOTF4LWFudHYwbV93YTBoSUpHQnI0RG5CbE9oUC1qSW5HYV9uVFBKUEJwMVRXdk5LWmFSck95U1N2aDBOZ3QweXJ5elNpbURNb2ppbG1KVk5n0gHHAUFVX3lxTFBuc3lXdloySDV4UVhyS1NRYkJCeWxja180WTl5eGVST2RGdWxRb2lWUFpCOE5FemlITVl3X0Zxa0p1dVZld2NocTA3TmlwUWZwbzNUS2NWT1AwTzhhUWZzR1FjNkFhcEVxOGxOcHJ5TWsxQkd6bno0Wng0T0g1dE5YNzZVdkJJVkJzdExaVnJzNENwTzdJUm9hTEtrRzZyZVZPaWxiaUxOQ29VOThMZ0JBOWl1a3U0Y1NlM2YyUmtXcVI4dUd4U0U?oc=5,larepublica.co,Ecopetrol,[],Negativa,robo,"Exterior, Seguridad",larepublica.co
